SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1629758,138085,1.0,5,-468.0,-504.0,15788.7,15788.7
1026186,107220,1.0,6,-2181.0,-2217.0,2003.985,2003.985
1719142,117925,0.0,11,-1123.0,-1123.0,5124.105,5124.105
1211194,189957,0.0,97,-1187.0,-1187.0,9000.0,9000.0
1283610,101170,1.0,19,-344.0,-341.0,60523.245,54954.72
1378381,119376,0.0,24,-2582.0,-2595.0,5400.0,5400.0
1997781,106954,1.0,5,-429.0,-435.0,34074.45,34074.45
1719142,117925,0.0,44,-224.0,-224.0,407.43,407.43
1648579,108504,1.0,7,-944.0,-952.0,5398.155,5398.155
2627094,121862,1.0,7,-748.0,-763.0,15900.84,15900.84
2764413,167493,1.0,10,-1011.0,-1019.0,8475.84,1996.38
1719479,167493,1.0,12,-938.0,-942.0,3767.04,3767.04
1437313,153817,1.0,12,-350.0,-355.0,20718.585,20718.585
2059981,153817,1.0,9,-1428.0,-1429.0,6634.35,6634.35
1237956,162336,0.0,3,-147.0,-166.0,2431.17,2340.0
2085004,153817,1.0,26,-353.0,-355.0,40410.0,40410.0
1518379,191347,1.0,5,-58.0,-57.0,7763.715,7763.715
2166568,123004,0.0,27,-894.0,-894.0,1768.95,1768.95
1816160,162235,2.0,3,-1006.0,-1018.0,42113.88,42113.88
1388107,151195,2.0,9,-1501.0,-1584.0,11460.735,11460.735
2773749,165323,1.0,1,-1196.0,-1198.0,26457.345,26457.345
1189620,116751,1.0,1,-2853.0,-2859.0,6814.305,6814.305
1168916,165323,0.0,17,-265.0,-265.0,385.335,385.335
2105681,139884,1.0,5,-2433.0,-2433.0,10459.8,10459.8
2085004,153817,1.0,2,-1073.0,-1090.0,40410.0,40410.0
2014348,116751,0.0,40,-1681.0,-1694.0,9000.0,9000.0
1947704,162438,1.0,2,-1254.0,-1261.0,15317.235,15317.235
1557088,107692,0.0,13,-741.0,-742.0,8098.11,8098.11
1666294,188739,0.0,5,-260.0,-266.0,2306.925,670.5
1417708,165323,1.0,10,-1269.0,-1263.0,10330.83,10316.295
1189620,116751,1.0,7,-2673.0,-2673.0,6814.305,6814.305
2826836,136964,0.0,80,-374.0,-374.0,232.515,232.515
1638765,162976,1.0,1,-343.0,-362.0,14638.545,14638.545
1452991,119376,1.0,6,-56.0,-71.0,21996.495,21996.495
1382074,106954,1.0,7,-914.0,-923.0,19318.5,19318.5
1337811,123004,1.0,3,-1203.0,-1202.0,14987.025,14987.025
1211194,189957,0.0,3,-2789.0,-2797.0,3375.0,3375.0
1211194,189957,0.0,124,-507.0,-507.0,1.35,1.35
2696234,150074,1.0,2,-607.0,-619.0,15760.26,15760.26
1237956,162336,0.0,12,-40.0,-40.0,2072.475,2072.475
2601765,119376,1.0,4,-1495.0,-1504.0,9364.77,9364.77
1725956,109151,1.0,5,-1720.0,-1728.0,15736.275,15736.275
1719142,117925,0.0,45,-194.0,-194.0,407.43,407.43
1997781,106954,1.0,9,-309.0,-315.0,34074.45,34074.45
1593214,153817,0.0,51,-1962.0,-1965.0,10800.0,10800.0
1168916,165323,0.0,15,-294.0,-294.0,719.19,719.19
1413194,121577,1.0,28,-210.0,-214.0,15488.325,15488.325
1413194,121577,1.0,1,-1020.0,-1038.0,15488.325,15488.325
1719142,117925,0.0,28,-712.0,-712.0,407.43,407.43
1705793,167859,1.0,8,-31.0,-30.0,5467.005,5467.005
2812930,174038,1.0,3,-765.0,-780.0,6016.365,6016.365
2812930,174038,1.0,1,-825.0,-843.0,6016.365,6016.365
1378381,119376,0.0,22,-2643.0,-2658.0,5400.0,5400.0
1729970,141945,1.0,2,-804.0,-814.0,37102.41,37102.41
1239520,165323,1.0,8,-641.0,-647.0,9508.77,9508.77
2085958,106381,1.0,12,-2238.0,-2249.0,15583.995,15511.005
1845901,162235,1.0,6,-1828.0,-1826.0,15742.8,15706.8
2716805,193039,1.0,1,-1309.0,-1309.0,19695.735,19695.735
2105681,139884,1.0,4,-2463.0,-2463.0,10459.8,10459.8
1557088,107692,0.0,5,-862.0,-866.0,10610.325,10610.325
2059981,153817,1.0,2,-1638.0,-1650.0,6634.35,6634.35
2826836,136964,0.0,66,-800.0,-800.0,232.515,232.515
1059269,138047,1.0,27,-361.0,-358.0,7247.925,6926.13
2137918,169902,0.0,9,-79.0,-79.0,5097.105,5097.105
2051951,158926,1.0,4,-1118.0,-1121.0,8184.015,8184.015
1237956,162336,0.0,11,-24.0,-40.0,9177.525,9177.525
2035455,189030,1.0,1,-299.0,-317.0,3892.185,3892.185
1513207,123004,1.0,3,-565.0,-564.0,98898.435,98898.435
1719479,167493,1.0,15,-848.0,-860.0,3767.04,3288.24
1944848,172941,1.0,6,-310.0,-316.0,9017.685,9017.685
2104804,137695,1.0,7,-2771.0,-2771.0,2492.64,2492.64
1054678,168658,0.0,24,-464.0,-464.0,0.225,0.225
2253928,142216,1.0,1,-1019.0,-1049.0,4447.755,4447.755
1509167,121862,1.0,3,-1943.0,-1950.0,7128.0,7128.0
1311777,193039,1.0,8,-1369.0,-1376.0,12768.84,12768.84
2454118,180432,1.0,4,-2280.0,-2295.0,3023.73,3023.73
1652719,141945,1.0,10,-620.0,-623.0,49343.13,49343.13
1087682,153817,1.0,5,-2518.0,-2558.0,3415.77,3415.77
2508268,192572,0.0,26,-8.0,-9.0,4758.165,4758.165
1037424,193983,1.0,2,-1088.0,-1092.0,15451.38,15451.38
1593214,153817,0.0,19,-2877.0,-2889.0,10800.0,10800.0
1557088,107692,0.0,12,-775.0,-775.0,11442.06,11442.06
2166568,123004,0.0,77,-139.0,-139.0,1387.62,1387.62
2659759,193039,1.0,2,-2393.0,-2394.0,3932.325,3932.325
1207017,144623,0.0,16,-172.0,-172.0,413.28,413.28
2471653,178591,1.0,8,-2158.0,-2162.0,4519.08,4519.08
1382322,186771,1.0,20,-1897.0,-1904.0,16713.405,16713.405
2238057,106954,1.0,3,-159.0,-162.0,16592.175,16592.175
1510539,151195,1.0,2,-78.0,-98.0,8923.5,8923.5
2014348,116751,0.0,14,-2474.0,-2478.0,9000.0,9000.0
2085004,153817,1.0,16,-653.0,-665.0,40410.0,40410.0
2206309,193983,0.0,22,-173.0,-178.0,18496.755,18496.755
2508268,192572,0.0,2,-252.0,-252.0,450.0,450.0
1557088,107692,0.0,40,-347.0,-347.0,658.35,658.35
2132714,181140,0.0,5,-84.0,-84.0,6.66,6.66
2137918,169902,0.0,4,-140.0,-140.0,972.225,972.225
1237956,162336,0.0,2,-191.0,-191.0,2085.84,2085.84
2559765,112015,2.0,7,-119.0,-119.0,7743.06,7743.06
2535424,140839,2.0,5,-1191.0,-1212.0,6128.415,6128.415
1054678,168658,0.0,23,-494.0,-494.0,0.225,0.225
2478092,182767,1.0,10,-758.0,-765.0,10612.485,10612.485
1437206,172941,1.0,12,-361.0,-369.0,14318.775,14318.775
2357078,141945,1.0,20,-1120.0,-1132.0,10659.465,10659.465
2049838,117925,1.0,2,-16.0,-34.0,4204.755,4204.755
2105962,178591,1.0,8,-457.0,-473.0,18072.81,3090.33
1005132,118326,2.0,9,-421.0,-426.0,32130.585,32130.585
2014348,116751,0.0,23,-2199.0,-2208.0,9000.0,9000.0
1719479,167493,1.0,6,-1118.0,-1129.0,3767.04,3767.04
2064563,190186,1.0,6,-1161.0,-1172.0,6912.945,6912.945
2166568,123004,0.0,30,-838.0,-843.0,23071.185,23071.185
1059269,138047,1.0,1,-1141.0,-1150.0,7247.925,7247.925
1027925,119376,1.0,3,-312.0,-320.0,7368.21,7368.21
2085004,153817,1.0,28,-293.0,-299.0,40410.0,40410.0
2014348,116751,0.0,6,-2688.0,-2694.0,4500.0,4500.0
2014348,116751,0.0,37,-1773.0,-1782.0,9000.0,9000.0
1132956,151092,1.0,5,-2223.0,-2227.0,3604.41,3604.41
2014348,116751,0.0,27,-2077.0,-2086.0,9000.0,9000.0
2826836,136964,0.0,65,-831.0,-831.0,232.515,232.515
1577262,119376,1.0,15,-819.0,-827.0,25546.77,25546.77
1462537,158926,1.0,11,-207.0,-244.0,14108.13,14108.13
2831704,136740,1.0,1,-388.0,-407.0,11463.705,11463.705
2797139,111277,1.0,1,-581.0,-590.0,2227.68,2227.68
1374096,186771,1.0,2,-127.0,-130.0,26161.56,26161.56
1670515,165323,1.0,7,-1615.0,-1619.0,5720.175,5720.175
1211194,189957,0.0,62,-1766.0,-1766.0,1125.0,1125.0
1998369,186931,0.0,14,-413.0,-413.0,28.71,28.71
2831704,136740,1.0,9,-148.0,-164.0,11463.705,11463.705
2601765,119376,1.0,9,-1345.0,-1348.0,9364.77,9364.77
2471653,178591,1.0,6,-2218.0,-2224.0,4519.08,4519.08
1382074,106954,1.0,15,-674.0,-678.0,19318.5,19318.5
1440708,142491,1.0,10,-301.0,-299.0,17923.5,17235.0
1467134,193983,2.0,1,-1122.0,-1126.0,98853.3,98853.3
2509091,111657,3.0,2,-1048.0,-1052.0,18588.735,18588.735
1378381,119376,0.0,35,-2247.0,-2262.0,5400.0,5400.0
2535586,148290,1.0,6,-1741.0,-1743.0,7202.43,7202.43
1211194,189957,0.0,114,-811.0,-811.0,1.35,1.35
2270778,137695,1.0,15,-2273.0,-2278.0,7262.73,7262.73
2627094,121862,1.0,1,-928.0,-944.0,15900.84,15900.84
1437313,153817,1.0,18,-170.0,-171.0,20718.585,20718.585
1614226,141945,1.0,5,-365.0,-373.0,11084.265,11084.265
2014348,116751,0.0,49,-1408.0,-1420.0,9000.0,9000.0
1378381,119376,0.0,27,-2490.0,-2504.0,5400.0,5400.0
2166568,123004,0.0,72,-200.0,-200.0,21836.61,21836.61
1132956,151092,1.0,7,-2163.0,-2167.0,3604.41,3604.41
1259878,187997,0.0,19,-189.0,-189.0,23242.68,23242.68
1163732,116751,1.0,13,-511.0,-514.0,16312.41,16312.41
2247057,151092,1.0,4,-232.0,-228.0,2740.005,2740.005
2466486,162235,0.0,9,-243.0,-255.0,646.92,22.32
1283931,148290,1.0,4,-2662.0,-2662.0,3971.88,3971.88
1054678,168658,0.0,1,-1023.0,-1017.0,2414.655,2414.655
1646501,174165,2.0,101,-67.0,-50.0,44.595,44.595
1920289,191885,1.0,9,-724.0,-744.0,34758.675,34758.675
1211194,189957,0.0,70,-1612.0,-1612.0,810.0,810.0
1337811,123004,1.0,4,-1173.0,-1169.0,14987.025,14495.04
1748530,121577,1.0,3,-1343.0,-1312.0,12017.61,223.83
1437313,153817,1.0,2,-650.0,-653.0,20718.585,20718.585
2270778,137695,1.0,5,-2573.0,-2580.0,7262.73,7262.73
2014348,116751,0.0,39,-1712.0,-1719.0,9000.0,9000.0
1054678,168658,0.0,28,-341.0,-341.0,0.225,0.225
2603637,138047,0.0,17,-97.0,-116.0,2250.0,2250.0
2132714,181140,0.0,1,-118.0,-115.0,2340.765,2340.765
1666294,188739,0.0,1,-328.0,-328.0,13500.0,13500.0
1332006,101170,1.0,9,-721.0,-722.0,83783.115,83783.115
2166568,123004,0.0,34,-779.0,-782.0,23377.005,23377.005
1648579,108504,1.0,13,-764.0,-773.0,5398.155,5398.155
1130506,167859,1.0,8,-1592.0,-1570.0,4137.39,4029.12
1396182,125906,1.0,10,-621.0,-629.0,40288.995,40288.995
2773838,168658,1.0,2,-1282.0,-1293.0,12046.185,12046.185
2439989,190969,1.0,4,-1215.0,-1231.0,8055.18,8055.18
1037424,193983,2.0,22,-488.0,-497.0,15320.88,15320.88
2603777,139875,1.0,4,-527.0,-535.0,20658.555,20658.555
1557088,107692,0.0,24,-589.0,-589.0,2682.18,2682.18
1891772,138047,1.0,5,-1700.0,-1703.0,2106.765,2106.765
1374096,186771,1.0,6,-7.0,-9.0,26152.92,26152.92
1337811,123004,1.0,11,-963.0,-964.0,14987.025,14987.025
1623220,193039,2.0,16,-234.0,-261.0,169719.615,169719.615
1493462,138047,1.0,1,-97.0,-125.0,53125.11,675000.0
1493462,138047,2.0,1,-97.0,-125.0,621874.89,675000.0
1761046,140839,1.0,7,-621.0,-658.0,10983.555,10983.555
2804905,168666,0.0,48,-157.0,-157.0,1.8,1.8
1139362,192008,0.0,19,-297.0,-297.0,780.075,780.075
1263813,190186,1.0,11,-35.0,-58.0,2729.61,2729.61
1947704,162438,1.0,11,-984.0,-1072.0,15317.235,15317.235
1997781,106954,1.0,12,-219.0,-224.0,34074.45,34074.45
1378381,119376,0.0,65,-1456.0,-1474.0,5400.0,5400.0
1669093,174165,1.0,2,-361.0,-386.0,20953.125,20953.125
1693203,153817,1.0,7,-1219.0,-1248.0,9450.99,9450.99
1998369,186931,0.0,3,-559.0,-566.0,8668.44,8668.44
1211194,189957,0.0,133,-231.0,-231.0,1.35,1.35
1597089,186931,1.0,4,-1081.0,-1125.0,6642.09,6642.09
1139362,192008,0.0,5,-426.0,-426.0,384.12,384.12
1731071,123004,1.0,6,-1437.0,-1455.0,16594.74,10.8
1648579,108504,1.0,12,-794.0,-800.0,5398.155,5398.155
1642197,186771,1.0,10,-186.0,-187.0,6060.06,6060.06
2674985,159815,1.0,8,-44.0,-71.0,5349.555,351.225
2206309,193983,0.0,31,-63.0,-63.0,263.025,263.025
1244805,162336,1.0,1,-2122.0,-2144.0,5542.02,5542.02
1535269,189957,1.0,3,-2908.0,-2920.0,3701.115,3701.115
1822764,107220,1.0,13,-911.0,-925.0,6403.905,6403.905
1998369,186931,0.0,29,-166.0,-166.0,230.985,230.985
2166568,123004,0.0,24,-947.0,-947.0,67.86,67.86
1382322,186771,1.0,17,-1987.0,-1995.0,16713.405,16713.405
1719142,117925,0.0,29,-681.0,-681.0,407.43,407.43
2454118,180432,2.0,5,-2250.0,-2253.0,5977.035,5977.035
2206309,193983,0.0,19,-230.0,-230.0,20700.0,20700.0
1037424,193983,2.0,23,-458.0,-472.0,15320.88,15320.88
1999805,137975,1.0,3,-2060.0,-2063.0,2920.23,2920.23
2466486,162235,0.0,10,-255.0,-255.0,0.18,0.18
1543741,116751,1.0,10,-2897.0,-2904.0,6058.485,6058.485
1239520,165323,1.0,4,-761.0,-784.0,9508.77,9508.77
1509167,121862,1.0,8,-1793.0,-1791.0,7133.13,7133.13
1087682,153817,1.0,2,-2608.0,-2621.0,3415.77,3415.77
1966604,139884,1.0,5,-104.0,-112.0,29604.6,29604.6
2085004,153817,1.0,22,-473.0,-492.0,40410.0,40410.0
1335370,104354,1.0,1,-901.0,-918.0,10176.795,10176.795
2826836,136964,0.0,45,-1440.0,-1440.0,232.515,232.515
1666294,188739,0.0,24,-70.0,-70.0,29.79,29.79
1997781,106954,1.0,18,-39.0,-43.0,34074.45,34074.45
1111787,189957,1.0,2,-2104.0,-2116.0,6272.1,6060.33
2610198,141945,0.0,5,-373.0,-373.0,39607.92,39607.92
1503699,189957,1.0,3,-1477.0,-1495.0,8094.735,8094.735
2741423,111277,2.0,4,-157.0,-161.0,190736.955,190736.955
2527549,137544,1.0,4,-1561.0,-1586.0,7087.59,7087.59
2674985,159815,1.0,4,-164.0,-193.0,5349.555,50.445
2137918,169902,0.0,10,-79.0,-79.0,302.895,302.895
1207017,144623,0.0,4,-312.0,-318.0,2250.0,2250.0
2199996,158926,1.0,3,-1484.0,-1492.0,11295.63,11295.63
2804905,168666,0.0,24,-522.0,-522.0,371.565,371.565
2603637,138047,0.0,8,-219.0,-221.0,19635.975,19635.975
1280154,167493,1.0,4,-996.0,-992.0,5958.18,5958.18
1132956,151092,1.0,6,-2193.0,-2200.0,3604.41,3604.41
2126929,187997,1.0,4,-1620.0,-1628.0,6278.805,6278.805
2132714,181140,0.0,10,-24.0,-24.0,159.21,159.21
2471653,178591,1.0,5,-2248.0,-2255.0,4519.08,4519.08
2166568,123004,0.0,66,-292.0,-290.0,21955.05,21955.05
1377267,140839,1.0,15,-1996.0,-1996.0,16118.37,16118.37
1378381,119376,0.0,56,-1715.0,-1715.0,20250.0,20250.0
2105630,190213,1.0,5,-675.0,-715.0,6422.58,4.68
2826836,136964,0.0,79,-405.0,-405.0,232.515,232.515
2427437,151195,1.0,3,-530.0,-581.0,16774.335,16774.335
1168916,165323,0.0,23,-162.0,-162.0,1251.045,1251.045
2601765,119376,1.0,3,-1525.0,-1533.0,9364.77,9364.77
2508268,192572,0.0,9,-184.0,-184.0,165.015,165.015
1669093,174165,1.0,4,-301.0,-307.0,20953.125,20953.125
1130506,167859,1.0,11,-1502.0,-1527.0,4137.39,107.1
1239520,165323,1.0,5,-731.0,-751.0,9508.77,9508.77
1006679,151092,1.0,4,-2752.0,-2754.0,4358.16,4358.16
2082583,122699,1.0,3,-1654.0,-1664.0,29799.9,29799.9
2009806,174038,1.0,4,-1666.0,-1679.0,5795.01,5795.01
1509167,121862,1.0,7,-1823.0,-1844.0,7128.0,7128.0
2812342,180432,2.0,4,-594.0,-602.0,11075.94,11075.94
1050393,114565,1.0,4,-38.0,-49.0,10796.31,10796.31
1638765,162976,1.0,3,-283.0,-292.0,14638.545,14638.545
2454118,180432,1.0,1,-2370.0,-2387.0,3023.73,3023.73
1417708,165323,1.0,2,-1509.0,-1514.0,10348.965,10348.74
2105962,178591,1.0,11,-367.0,-388.0,18072.81,3474.9
1607205,153402,1.0,9,-458.0,-457.0,15304.23,15304.23
1591407,188739,2.0,1,-309.0,-328.0,89513.235,89513.235
1059269,138047,1.0,6,-991.0,-999.0,7247.925,7247.925
2085004,153817,1.0,7,-923.0,-941.0,40410.0,40410.0
1679146,115926,1.0,8,-797.0,-816.0,17215.65,17215.65
2826836,136964,0.0,81,-344.0,-344.0,232.515,232.515
1593214,153817,0.0,61,-1738.0,-1738.0,5711.535,5711.535
1877568,153026,1.0,3,-248.0,-257.0,26001.765,26001.765
1259878,187997,0.0,20,-162.0,-163.0,3697.56,3697.56
1211194,189957,0.0,61,-1755.0,-1766.0,3375.0,3375.0
2085958,106381,1.0,11,-2268.0,-2249.0,15737.985,226.98
1037424,193983,2.0,10,-848.0,-856.0,15320.88,15320.88
1748530,121577,1.0,20,-833.0,-823.0,12017.61,11711.475
2014348,116751,0.0,66,-981.0,-981.0,39.78,39.78
1290037,137975,1.0,1,-1033.0,-1063.0,13131.0,13131.0
2804905,168666,0.0,23,-552.0,-552.0,753.345,753.345
1573997,106381,1.0,10,-507.0,-513.0,38404.305,38404.305
2546764,122699,1.0,4,-643.0,-663.0,66788.145,66788.145
1606992,192008,1.0,2,-747.0,-790.0,6747.075,6747.075
1576801,166641,1.0,2,-1001.0,-1021.0,5732.955,5732.955
1283610,101170,1.0,6,-734.0,-733.0,60523.245,60523.245
1437313,153817,1.0,20,-110.0,-122.0,20718.585,20718.585
2764413,167493,1.0,4,-1191.0,-1202.0,8475.84,8475.84
1332006,101170,1.0,17,-481.0,-478.0,83783.115,73662.615
1962067,162336,1.0,4,-499.0,-523.0,7333.83,7333.83
1985344,115976,0.0,8,-293.0,-293.0,18.675,18.675
2178977,167493,1.0,11,-1838.0,-1840.0,4795.2,4792.5
1306454,119724,1.0,2,-475.0,-480.0,12296.565,12296.565
1270765,144623,1.0,4,-2606.0,-2618.0,6659.64,6659.64
1280154,167493,4.0,11,-786.0,-812.0,64237.77,64237.77
2716805,193039,1.0,13,-949.0,-952.0,19695.735,19695.735
2690977,123004,1.0,5,-878.0,-902.0,10479.105,10479.105
2610275,154031,1.0,2,-1392.0,-1407.0,13748.76,13748.76
1519348,158831,1.0,11,-1749.0,-1749.0,14713.695,14713.695
1368668,186771,1.0,4,-1047.0,-1056.0,12623.58,12623.58
1731071,123004,2.0,11,-1287.0,-1293.0,32891.04,32891.04
2390614,103676,1.0,2,-308.0,-313.0,6743.34,6743.34
2826836,136964,0.0,38,-1654.0,-1654.0,232.515,232.515
2535586,148290,1.0,5,-1771.0,-1769.0,7192.665,7192.665
1211194,189957,0.0,140,-19.0,-19.0,1.35,1.35
1331344,168666,1.0,7,-280.0,-282.0,17568.0,17568.0
1857039,117865,1.0,9,-256.0,-322.0,22831.875,22831.875
1413194,121577,1.0,22,-390.0,-389.0,15488.325,15488.325
1283610,101170,1.0,16,-434.0,-429.0,60523.245,49784.985
1513207,123004,1.0,5,-505.0,-502.0,98898.435,91943.955
2357078,141945,1.0,15,-1270.0,-1281.0,10659.465,10659.465
1749774,174038,1.0,6,-1910.0,-1918.0,5235.795,5235.795
1309375,151195,1.0,9,-327.0,-328.0,3353.31,3353.31
2104804,137695,1.0,3,-2891.0,-2894.0,2492.64,2492.64
1162484,117925,2.0,4,-1455.0,-1483.0,8136.765,8136.765
2253096,113529,0.0,7,-232.0,-232.0,31.5,31.5
2789212,137975,1.0,5,-2430.0,-2464.0,4867.245,4867.245
1337811,123004,1.0,12,-933.0,-964.0,14987.025,1933.47
1185239,154031,1.0,4,-2284.0,-2301.0,4914.54,4914.54
1652719,141945,1.0,1,-890.0,-904.0,49343.13,49343.13
1176037,158585,1.0,4,-526.0,-533.0,3568.68,3568.68
1485033,139875,1.0,1,-932.0,-945.0,16099.065,16099.065
1290037,137975,1.0,30,-163.0,-168.0,13131.0,13131.0
1714919,162438,1.0,2,-645.0,-646.0,31446.36,31446.36
1417708,165323,1.0,2,-1509.0,-1479.0,10348.965,0.225
1405658,140839,1.0,2,-1113.0,-1116.0,13794.75,13794.75
1211194,189957,0.0,69,-1604.0,-1612.0,3375.0,3375.0
2559765,112015,2.0,4,-209.0,-210.0,7743.06,7743.06
1237956,162336,0.0,10,-50.0,-50.0,1845.63,1845.63
1607205,153402,1.0,2,-668.0,-666.0,15304.23,14965.245
1966604,139884,1.0,2,-194.0,-199.0,29604.6,29604.6
1748530,121577,1.0,17,-923.0,-914.0,12017.61,11872.17
1440708,142491,1.0,8,-361.0,-400.0,17923.5,17923.5
2396364,145628,1.0,7,-1436.0,-1470.0,3063.015,3063.015
1891559,119376,1.0,6,-2115.0,-2141.0,2641.815,2641.815
1037424,193983,3.0,25,-398.0,-410.0,280653.21,280653.21
2687373,186771,1.0,12,-1084.0,-1086.0,18854.73,18854.73
2509091,111657,3.0,4,-988.0,-993.0,18588.735,18588.735
1176037,158585,1.0,3,-556.0,-622.0,3568.68,737.64
1290037,137975,1.0,18,-523.0,-523.0,13131.0,13131.0
1211194,189957,0.0,75,-1512.0,-1527.0,3375.0,3375.0
2610198,141945,0.0,3,-409.0,-409.0,11092.95,11092.95
2166568,123004,0.0,31,-843.0,-843.0,328.815,328.815
1244047,154031,1.0,15,-699.0,-741.0,16826.4,16826.4
2382446,125906,1.0,8,-183.0,-199.0,30429.9,30429.9
2064563,190186,1.0,9,-1071.0,-1080.0,6912.945,6912.945
1998369,186931,0.0,15,-377.0,-377.0,11510.505,11510.505
2601765,119376,1.0,1,-1585.0,-1596.0,9364.77,9364.77
2247057,151092,1.0,3,-262.0,-228.0,2740.005,570.015
1139362,192008,0.0,1,-462.0,-462.0,2250.0,2250.0
2826836,136964,0.0,87,-162.0,-162.0,232.515,232.515
1211194,189957,0.0,80,-1459.0,-1459.0,1125.0,1125.0
1891559,119376,1.0,5,-2145.0,-2171.0,2641.815,2641.815
1211194,189957,0.0,96,-1207.0,-1207.0,39.6,39.6
2166568,123004,0.0,37,-756.0,-756.0,949.725,949.725
1332006,101170,1.0,6,-811.0,-811.0,83783.115,83783.115
1434109,101355,1.0,8,-679.0,-696.0,12244.32,12244.32
1822764,107220,1.0,19,-731.0,-769.0,6403.905,6403.905
1034602,169442,1.0,2,-1033.0,-1045.0,13449.555,13449.555
2014348,116751,0.0,59,-1195.0,-1195.0,39.78,39.78
1577262,119376,1.0,25,-519.0,-526.0,25546.77,25546.77
2270778,137695,1.0,13,-2333.0,-2333.0,7262.73,7262.73
1244805,162336,1.0,2,-2092.0,-2117.0,5542.02,5542.02
1163732,116751,1.0,16,-421.0,-433.0,16312.41,16312.41
2051951,158926,1.0,1,-1208.0,-1214.0,8184.015,8184.015
2687373,186771,1.0,17,-934.0,-946.0,18854.73,18854.73
1132042,118326,3.0,8,-187.0,-183.0,11328.255,10655.145
2826836,136964,0.0,36,-1715.0,-1715.0,232.515,232.515
2502701,166085,1.0,5,-171.0,-201.0,80997.435,10.26
1087682,153817,1.0,1,-2638.0,-2649.0,3415.77,3415.77
1652719,141945,1.0,6,-740.0,-752.0,49343.13,49343.13
1985344,115976,0.0,14,-201.0,-201.0,75.69,75.69
1006679,151092,1.0,5,-2722.0,-2725.0,4358.16,4358.16
1748530,121577,1.0,22,-773.0,-760.0,12017.61,11503.845
1577262,119376,1.0,22,-609.0,-617.0,25546.77,25546.77
2674985,159815,1.0,6,-104.0,-102.0,5349.555,5198.22
2627094,121862,1.0,4,-838.0,-852.0,15900.84,15900.84
2671074,119376,4.0,6,-140.0,-162.0,5266.485,5266.485
1004410,107692,1.0,1,-1712.0,-1721.0,1570.005,1570.005
1211194,189957,0.0,67,-1634.0,-1639.0,3375.0,3375.0
2659759,193039,1.0,5,-2303.0,-2308.0,3932.325,3932.325
1652719,141945,1.0,12,-560.0,-566.0,49343.13,49343.13
2270778,137695,1.0,12,-2363.0,-2370.0,7262.73,7262.73
2690977,123004,1.0,6,-848.0,-864.0,10479.105,10479.105
1320056,145628,1.0,1,-2029.0,-2053.0,8531.37,8531.37
2029926,153817,2.0,2,-710.0,-710.0,76764.15,76764.15
1328618,106954,1.0,5,-654.0,-653.0,11093.265,11093.265
1413194,121577,1.0,2,-990.0,-1005.0,15488.325,15488.325
1164183,191885,1.0,8,-212.0,-293.0,13652.1,13652.1
1004410,107692,1.0,6,-1562.0,-1571.0,1570.005,1570.005
1652719,141945,1.0,5,-770.0,-784.0,49343.13,49343.13
1607205,153402,1.0,6,-548.0,-548.0,15304.23,15304.23
2066220,193039,1.0,6,-1639.0,-1647.0,6612.705,6612.705
2035029,192572,2.0,2,-262.0,-265.0,14306.22,14306.22
2206309,193983,0.0,23,-178.0,-178.0,403.245,403.245
2716805,193039,1.0,15,-889.0,-889.0,19695.735,19695.735
1623220,193039,1.0,3,-624.0,-630.0,22469.535,22469.535
2126929,187997,2.0,5,-1590.0,-1593.0,12205.08,12205.08
2769205,111056,1.0,2,-526.0,-539.0,5128.965,5128.965
2509091,111657,3.0,6,-928.0,-941.0,18588.735,18588.735
2764413,167493,1.0,3,-1221.0,-1235.0,8475.84,8475.84
2435266,114565,1.0,1,-257.0,-274.0,7808.4,7808.4
1877568,153026,1.0,6,-158.0,-163.0,26001.765,26001.765
1130506,167859,1.0,12,-1472.0,-1469.0,4129.605,4024.395
1211194,189957,0.0,45,-2031.0,-2031.0,1575.0,1575.0
1938291,107220,1.0,2,-261.0,-294.0,12519.045,12519.045
2166568,123004,0.0,43,-657.0,-657.0,5484.375,5484.375
2603637,138047,0.0,11,-189.0,-189.0,2999.97,2999.97
1168916,165323,0.0,14,-287.0,-294.0,15030.81,15030.81
1822764,107220,1.0,16,-821.0,-833.0,6403.905,6403.905
1026186,107220,1.0,1,-2331.0,-2351.0,2003.985,2003.985
2427437,151195,2.0,6,-440.0,-451.0,86402.16,86402.16
2105681,139884,1.0,1,-2553.0,-2579.0,10459.8,10459.8
2166568,123004,0.0,76,-139.0,-139.0,21112.38,21112.38
1382074,106954,1.0,26,-344.0,-345.0,19318.5,19318.5
1894913,155381,1.0,6,-1932.0,-1944.0,6804.36,6804.36
1034602,169442,1.0,5,-943.0,-970.0,13449.555,13449.555
2795126,145628,1.0,6,-2554.0,-2554.0,3816.09,3816.09
1800704,153817,1.0,3,-1513.0,-1535.0,7320.33,7320.33
1577262,119376,1.0,14,-849.0,-860.0,25546.77,25546.77
1557088,107692,0.0,26,-559.0,-559.0,2914.65,2914.65
1593513,152209,1.0,4,-263.0,-272.0,11386.17,11386.17
1714919,162438,1.0,11,-375.0,-376.0,31446.36,31446.36
