SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
166093,Cash loans,F,N,Y,0,157500.0,225000.0,20767.5,225000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.028663,-8420,-402,-3139.0,-1093,,1,1,0,1,0,0,Secretaries,1.0,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 1,,0.048273415848497,0.2176285202779586,0.0572,0.0353,0.9846,,,0.0664,0.0517,0.3542,,,,0.0579,,0.0023,0.0378,0.0171,0.9846,,,0.0806,0.0345,0.3333,,,,0.035,,0.0,0.0609,0.0307,0.9846,,,0.08,0.0517,0.3333,,,,0.065,,0.0,,block of flats,0.0304,Panel,No,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
166626,Cash loans,M,Y,N,0,112500.0,126000.0,9886.5,126000.0,Family,State servant,Secondary / secondary special,Single / not married,House / apartment,0.015221,-9654,-1485,-4184.0,-2020,9.0,1,1,0,1,0,0,Drivers,1.0,2,2,FRIDAY,14,0,0,0,0,1,1,Police,0.1295804238186322,0.5327780475660913,0.4014074137749511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-636.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
166641,Cash loans,F,N,N,0,180000.0,334152.0,16204.5,270000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020713,-19895,-3293,-6457.0,-3351,,1,1,1,1,0,0,,1.0,3,1,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.5158287221768004,0.2721336844147212,0.1103,0.0794,0.9821,,0.0777,0.12,0.1034,0.3333,,0.0395,0.0899,0.1098,,0.0026,0.1124,0.0824,0.9821,,0.0784,0.1208,0.1034,0.3333,,0.0404,0.0983,0.1144,,0.0027,0.1114,0.0794,0.9821,,0.0782,0.12,0.1034,0.3333,,0.0401,0.0915,0.1118,,0.0026,reg oper account,block of flats,0.0869,Panel,No,2.0,0.0,2.0,0.0,-1063.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
176537,Cash loans,M,N,N,0,202500.0,450000.0,22977.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.035792,-15715,-2782,-2792.0,-3964,,1,1,1,1,1,0,High skill tech staff,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6869329075171038,0.6279908192952864,0.0722,0.0836,0.9811,0.7416,0.0078,0.0,0.1379,0.1667,0.2083,0.07,0.0588,0.0623,0.0,0.0,0.0735,0.0868,0.9811,0.7517,0.0079,0.0,0.1379,0.1667,0.2083,0.0716,0.0643,0.0649,0.0,0.0,0.0729,0.0836,0.9811,0.7451,0.0079,0.0,0.1379,0.1667,0.2083,0.0713,0.0599,0.0634,0.0,0.0,reg oper account,block of flats,0.049,"Stone, brick",No,0.0,0.0,0.0,0.0,-393.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
186771,Cash loans,F,N,Y,0,225000.0,534204.0,38119.5,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-19051,365243,-7200.0,-2604,,1,0,0,1,0,0,,2.0,3,3,TUESDAY,12,0,0,0,0,0,0,XNA,,0.1387257845830667,0.11911906455945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2118.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
186931,Cash loans,M,Y,N,0,112500.0,52128.0,6313.5,45000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.002042,-10054,-2336,-4648.0,-2667,10.0,1,1,0,1,1,1,Drivers,1.0,3,3,TUESDAY,16,0,0,0,0,0,0,Transport: type 3,0.4998923255947553,0.3840436895332041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1202.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
187329,Cash loans,M,Y,Y,0,450000.0,621900.0,39874.5,562500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007305,-19450,-3025,-809.0,-3011,5.0,1,1,1,1,1,0,Managers,2.0,3,3,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.4868843435660967,0.3490552510751822,0.0742,0.0774,0.9826,0.762,0.0288,0.08,0.069,0.3333,0.375,0.0714,0.0588,0.0875,0.0077,0.0103,0.0756,0.0804,0.9826,0.7713,0.0291,0.0806,0.069,0.3333,0.375,0.073,0.0643,0.0911,0.0078,0.0109,0.0749,0.0774,0.9826,0.7652,0.029,0.08,0.069,0.3333,0.375,0.0727,0.0599,0.089,0.0078,0.0105,reg oper account,block of flats,0.0874,"Stone, brick",No,0.0,0.0,0.0,0.0,-365.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
188739,Cash loans,M,N,Y,0,135000.0,300960.0,21897.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0196889999999999,-14416,-2453,-8514.0,-5162,,1,1,1,1,1,0,Laborers,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.6179030025077721,0.0884605646541969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-328.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
192008,Cash loans,F,N,N,0,180000.0,270000.0,21330.0,270000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010643,-8193,-485,-6536.0,-854,,1,1,0,1,0,0,Core staff,1.0,2,2,SUNDAY,13,0,0,0,0,1,1,Trade: type 6,0.4909587748522007,0.5738405161746867,0.5744466170995097,0.0412,,0.9806,0.7348,,0.0,0.069,0.1667,0.2083,0.0268,0.0328,0.0344,0.0039,0.0,0.042,,0.9806,0.7452,,0.0,0.069,0.1667,0.2083,0.0274,0.0358,0.0358,0.0039,0.0,0.0416,,0.9806,0.7383,,0.0,0.069,0.1667,0.2083,0.0273,0.0333,0.035,0.0039,0.0,reg oper account,block of flats,0.027,"Stone, brick",No,0.0,0.0,0.0,0.0,-1045.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
192572,Cash loans,M,Y,Y,2,270000.0,569398.5,38182.5,486000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-10322,-1836,-744.0,-2978,20.0,1,1,0,1,0,0,Laborers,4.0,3,3,THURSDAY,5,0,0,0,0,1,1,Business Entity Type 3,,0.1165470598778028,0.2622489709189549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-322.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
193983,Cash loans,F,N,Y,0,112500.0,157500.0,12573.0,157500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-22335,365243,-9184.0,-5041,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.299385464396377,0.3409064264152384,0.0804,0.071,0.9737,,,0.0,0.1379,0.1667,,0.0611,,0.0625,,,0.0819,0.0737,0.9737,,,0.0,0.1379,0.1667,,0.0625,,0.0651,,,0.0812,0.071,0.9737,,,0.0,0.1379,0.1667,,0.0622,,0.0636,,,,block of flats,0.0529,"Stone, brick",No,3.0,0.0,3.0,0.0,-3028.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
199213,Cash loans,M,N,Y,0,144000.0,272520.0,21658.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-9153,-1547,-4748.0,-1668,,1,1,1,1,0,0,Managers,1.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.0875956365266719,0.7566639534088868,0.5046813193144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,-1055.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
200710,Cash loans,F,Y,Y,0,180000.0,445500.0,22774.5,445500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008625,-15081,-678,-3743.0,-5216,8.0,1,1,0,1,0,1,Private service staff,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Services,0.1801282558515968,0.5525679109368791,0.3556387169923543,0.0603,0.0427,0.9762,0.6736,0.0937,0.0,0.1552,0.125,0.0417,0.0464,0.0492,0.0569,0.0,0.0297,0.0284,0.0071,0.9722,0.6341,0.0477,0.0,0.1034,0.0833,0.0417,0.0193,0.0248,0.0277,0.0,0.0242,0.0609,0.0427,0.9762,0.6779999999999999,0.0943,0.0,0.1552,0.125,0.0417,0.0472,0.05,0.058,0.0,0.0303,reg oper account,block of flats,0.0259,"Stone, brick",No,0.0,0.0,0.0,0.0,-2153.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
200810,Cash loans,M,N,Y,0,90000.0,364500.0,18634.5,364500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,-11192,-2493,-5308.0,-3756,,1,1,1,1,0,0,Laborers,1.0,2,2,SATURDAY,16,0,0,0,1,1,1,Business Entity Type 2,,0.4292837592125256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1402.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
201263,Cash loans,M,N,N,0,157500.0,352422.0,27270.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-14967,-2997,-4528.0,-839,,1,1,1,1,1,0,Laborers,1.0,2,2,THURSDAY,15,0,0,0,0,0,0,Construction,,0.4734686478968374,0.633031641417419,0.2227,0.1263,0.9821,0.7552,0.0797,0.24,0.2069,0.3333,0.375,0.0858,0.1799,0.2282,0.0077,0.0073,0.2269,0.131,0.9821,0.7648,0.0804,0.2417,0.2069,0.3333,0.375,0.0878,0.1965,0.2377,0.0078,0.0077,0.2248,0.1263,0.9821,0.7585,0.0802,0.24,0.2069,0.3333,0.375,0.0873,0.183,0.2323,0.0078,0.0074,reg oper account,block of flats,0.2246,Panel,No,0.0,0.0,0.0,0.0,-790.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
202645,Cash loans,F,Y,Y,0,270000.0,814239.0,52168.5,711000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.008068,-13724,-3147,-4507.0,-4507,21.0,1,1,0,1,0,0,,2.0,3,3,SUNDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.5841066730246064,0.5334816299804352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1212.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
205375,Cash loans,F,N,N,2,315000.0,733500.0,32440.5,733500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010032,-16201,-8542,-7591.0,-4570,,1,1,1,1,1,0,Laborers,4.0,2,2,MONDAY,8,0,0,0,0,0,0,Kindergarten,0.2980189059917175,0.6371184474370946,0.7649392739475195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-3021.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
209645,Cash loans,F,N,Y,0,247500.0,301500.0,16483.5,301500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.018209,-15067,-6151,-5264.0,-5393,,1,1,0,1,0,0,Accountants,2.0,3,3,THURSDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.4493455799743707,0.5939681586745016,0.1446481462546413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2763.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
210555,Cash loans,M,Y,Y,0,1575000.0,675000.0,53329.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-20556,-5594,-2709.0,-3514,3.0,1,1,1,1,0,0,Managers,2.0,3,3,THURSDAY,8,0,1,1,0,1,1,Self-employed,,0.1759264663468951,0.5884877883422673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-143.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
212015,Cash loans,M,N,Y,0,157500.0,292500.0,14071.5,292500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15669,-3037,-4271.0,-4459,,1,1,0,1,0,1,Drivers,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Transport: type 2,0.6952504625906987,0.4450203801945125,0.5388627065779676,0.001,,0.9727,,,,0.0345,0.0,,0.0082,,0.0011,,,0.0011,,0.9727,,,,0.0345,0.0,,0.0083,,0.0011,,,0.001,,0.9727,,,,0.0345,0.0,,0.0083,,0.0011,,,,terraced house,0.0009,Others,No,1.0,0.0,1.0,0.0,-501.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
214138,Cash loans,M,N,N,0,112500.0,135000.0,16150.5,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00733,-9415,-638,-5071.0,-2056,,1,1,1,1,1,0,Core staff,2.0,2,2,MONDAY,12,0,0,0,0,1,1,Mobile,,0.6116522789494792,0.4830501881366946,0.0691,,0.9826,,,0.0,0.1379,0.1667,,,,0.0666,,,0.0704,,0.9826,,,0.0,0.1379,0.1667,,,,0.0694,,,0.0697,,0.9826,,,0.0,0.1379,0.1667,,,,0.0678,,,,block of flats,0.0566,"Stone, brick",No,0.0,0.0,0.0,0.0,-449.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
220363,Cash loans,F,Y,Y,0,315000.0,675000.0,49248.0,675000.0,Family,Working,Higher education,Married,House / apartment,0.026392,-11468,-907,-2919.0,-2952,5.0,1,1,1,1,1,0,Managers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.2816526544067052,0.6814615079746343,0.375711009574066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1401.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
222994,Cash loans,M,Y,N,1,360000.0,1971072.0,68643.0,1800000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-14552,-1042,-5296.0,-5296,16.0,1,1,0,1,0,0,Drivers,3.0,2,2,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 1,0.6210312908091088,0.649252456485641,0.7047064232963289,0.0742,0.1091,0.9901,0.8640000000000001,0.0,0.08,0.069,0.3333,0.375,0.0107,0.0605,0.0847,0.0,0.0011,0.0756,0.1132,0.9901,0.8693,0.0,0.0806,0.069,0.3333,0.375,0.0109,0.0661,0.0882,0.0,0.0011,0.0749,0.1091,0.9901,0.8658,0.0,0.08,0.069,0.3333,0.375,0.0109,0.0616,0.0862,0.0,0.0011,reg oper account,block of flats,0.0668,Panel,No,3.0,0.0,3.0,0.0,-747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
224206,Cash loans,F,N,N,0,81000.0,216000.0,11173.5,216000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-19598,-4920,-4521.0,-3134,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,17,0,0,0,1,1,1,Government,0.3408111678588863,0.5874918332121367,0.2103502286944494,0.0021,0.0,0.9513,0.3336,0.0,0.0,0.0345,0.0,0.0417,,0.0017,0.001,0.0,0.0,0.0021,0.0,0.9513,0.3597,0.0,0.0,0.0345,0.0,0.0417,,0.0018,0.001,0.0,0.0,0.0021,0.0,0.9513,0.3425,0.0,0.0,0.0345,0.0,0.0417,,0.0017,0.001,0.0,0.0,reg oper account,block of flats,0.0008,Mixed,No,0.0,0.0,0.0,0.0,-315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
224490,Cash loans,M,Y,Y,0,315000.0,675000.0,36747.0,675000.0,Children,State servant,Secondary / secondary special,Married,With parents,0.018209,-10677,-2292,-2357.0,-3354,19.0,1,1,0,1,0,1,Laborers,2.0,3,3,WEDNESDAY,12,0,0,0,1,1,1,Military,0.2247770091767444,0.4423108435424179,0.1385128770585923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-369.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
224772,Cash loans,M,Y,Y,2,180000.0,305640.0,36400.5,270000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010966,-12820,-2690,-2036.0,-4873,16.0,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,10,0,1,1,0,1,1,Construction,,0.6534635231682893,0.7544061731797895,,,0.9866,,,,,,,,,0.0166,,,,,0.9866,,,,,,,,,0.0173,,,,,0.9866,,,,,,,,,0.0169,,,,,0.013,,No,0.0,0.0,0.0,0.0,-1799.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
225805,Cash loans,F,N,Y,0,180000.0,536917.5,27544.5,463500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-22261,365243,-2343.0,-4426,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.348245308104366,0.1054731864873376,0.0956,0.1037,0.9851,0.7484,0.0023,0.11,0.1638,0.3021,0.1525,0.0921,0.0941,0.1054,0.0025,0.0229,0.104,0.078,0.9816,0.7583,0.0,0.2014,0.1724,0.3333,0.0417,0.0,0.0909,0.0641,0.0,0.0,0.1031,0.0845,0.9821,0.7518,0.0028,0.12,0.1724,0.3333,0.0417,0.0971,0.0847,0.1085,0.0,0.0097,reg oper account,block of flats,0.0714,Panel,No,1.0,0.0,1.0,0.0,-1418.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
227054,Cash loans,F,Y,Y,2,202500.0,778801.5,42376.5,684000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005002,-13476,-2635,-1453.0,-3848,17.0,1,1,0,1,0,1,Sales staff,4.0,3,3,TUESDAY,11,0,0,0,0,0,0,Self-employed,,0.5545242277051222,0.4489622731076524,0.1082,0.1011,0.9856,0.8028,0.0,0.0,0.2414,0.1667,0.2083,0.025,0.0883,0.0959,0.0,0.0,0.1103,0.1049,0.9856,0.8105,0.0,0.0,0.2414,0.1667,0.2083,0.0256,0.0964,0.0999,0.0,0.0,0.1093,0.1011,0.9856,0.8054,0.0,0.0,0.2414,0.1667,0.2083,0.0254,0.0898,0.0976,0.0,0.0,reg oper account,block of flats,0.0754,"Stone, brick",No,0.0,0.0,0.0,0.0,-1611.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
228153,Cash loans,M,N,N,0,54000.0,180000.0,11502.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-19839,365243,-8555.0,-3366,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,0.1406314166267482,0.0248216645680048,0.5744466170995097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
230179,Cash loans,M,Y,Y,2,202500.0,405000.0,22099.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-13104,-361,-882.0,-4297,1.0,1,1,0,1,1,1,Managers,4.0,2,2,THURSDAY,15,0,0,0,0,0,0,School,0.4506888848572033,0.5940789037885398,0.7338145369642702,0.1227,0.12,0.9786,,,0.0,0.2759,0.1667,,0.0893,,0.1024,,0.0417,0.125,0.1245,0.9786,,,0.0,0.2759,0.1667,,0.0914,,0.1067,,0.0442,0.1239,0.12,0.9786,,,0.0,0.2759,0.1667,,0.0909,,0.1042,,0.0426,,block of flats,0.0894,Panel,No,0.0,0.0,0.0,0.0,-2191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
231134,Cash loans,F,N,Y,0,202500.0,597240.0,19395.0,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-21539,365243,-7121.0,-4983,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,0.6797273071314639,0.6185120404664443,0.6801388218428291,0.2062,0.1262,0.9896,0.8572,0.0785,0.16,0.1379,0.375,0.4167,0.1496,0.1681,0.2023,0.0,0.0,0.2101,0.131,0.9896,0.8628,0.0793,0.1611,0.1379,0.375,0.4167,0.1531,0.1837,0.2108,0.0,0.0,0.2082,0.1262,0.9896,0.8591,0.079,0.16,0.1379,0.375,0.4167,0.1522,0.171,0.206,0.0,0.0,reg oper spec account,block of flats,0.2021,Panel,No,3.0,0.0,3.0,0.0,-1223.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
231679,Cash loans,F,Y,Y,0,675000.0,963256.5,49180.5,846000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-15335,-517,-4311.0,-768,4.0,1,1,1,1,1,0,Managers,2.0,1,1,TUESDAY,15,0,0,0,0,0,0,Cleaning,,0.6331099395415816,0.1664055461839363,0.0412,0.0869,0.9722,0.6192,0.1286,0.0,0.1034,0.1667,0.2083,0.0502,0.0303,0.0544,0.0154,0.0965,0.042,0.0902,0.9722,0.6341,0.1298,0.0,0.1034,0.1667,0.2083,0.0513,0.0331,0.0566,0.0156,0.1021,0.0416,0.0869,0.9722,0.6243,0.1295,0.0,0.1034,0.1667,0.2083,0.0511,0.0308,0.0553,0.0155,0.0985,reg oper account,block of flats,0.0703,"Stone, brick",No,1.0,1.0,1.0,1.0,-616.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
