SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1798473,409607,-46,24.0,11.0,Active,0,0
1830224,290945,-29,,,Signed,0,0
1059006,180432,-12,24.0,24.0,Active,0,0
1924212,254970,-48,24.0,16.0,Active,0,0
1162484,117925,-49,6.0,1.0,Active,0,0
1266952,251750,-3,24.0,1.0,Active,0,0
1698624,364286,-3,48.0,21.0,Active,0,0
1172312,333281,-23,3.0,0.0,Completed,0,0
2513279,279543,-23,48.0,42.0,Active,0,0
1714919,162438,-13,24.0,14.0,Active,0,0
1474612,309180,-17,24.0,24.0,Active,0,0
2595731,229857,-17,6.0,0.0,Completed,0,0
2257784,454616,-4,60.0,47.0,Active,0,0
1290037,137975,-15,36.0,16.0,Active,0,0
2709854,408910,-11,36.0,28.0,Active,0,0
1092469,357915,-14,36.0,28.0,Active,0,0
1439535,352244,-19,24.0,24.0,Active,0,0
2256382,378104,-19,30.0,23.0,Active,0,0
1984809,406135,-50,24.0,15.0,Active,0,0
2009372,365131,-19,60.0,54.0,Active,0,0
2618478,231707,-95,11.0,9.0,Active,0,0
2009372,365131,-2,60.0,37.0,Active,0,0
1931106,439012,-7,60.0,46.0,Active,0,0
1384981,442331,-20,30.0,23.0,Active,0,0
1952635,313082,-12,24.0,21.0,Active,0,0
2354654,424266,-2,23.0,0.0,Completed,0,0
1306454,119724,-16,12.0,11.0,Active,0,0
2244646,363123,-11,10.0,8.0,Active,0,0
1740772,386100,-15,24.0,21.0,Active,0,0
1034602,169442,-26,24.0,14.0,Active,0,0
1665667,347271,-14,10.0,2.0,Active,0,0
2307011,347689,-33,24.0,13.0,Active,0,0
1306454,119724,-12,12.0,7.0,Active,0,0
2574667,396653,-34,24.0,13.0,Active,0,0
2256942,246002,-38,24.0,24.0,Active,0,0
1794399,346569,-37,12.0,4.0,Active,0,0
2601765,119376,-46,20.0,13.0,Active,0,0
1214503,230179,-2,10.0,6.0,Active,0,0
1464188,347689,-24,12.0,12.0,Active,0,0
2713276,409607,-6,12.0,11.0,Active,0,0
2140386,325859,-48,12.0,8.0,Active,0,0
1685947,101170,-35,12.0,7.0,Active,0,0
2026945,266022,-42,6.0,4.0,Active,0,0
2045946,272348,-22,24.0,20.0,Active,0,0
1214503,230179,-5,10.0,9.0,Active,0,0
1464599,394761,-24,10.0,7.0,Active,0,0
1034602,169442,-27,24.0,15.0,Active,0,0
2611299,122699,-18,12.0,11.0,Active,0,0
1924212,254970,-45,24.0,13.0,Active,0,0
1723264,409607,-18,10.0,10.0,Active,0,0
1244036,204604,-16,48.0,33.0,Active,0,0
2226376,428208,-18,12.0,8.0,Active,0,0
1244036,204604,-23,48.0,41.0,Active,0,0
1815768,386993,-11,12.0,8.0,Active,0,0
1176644,399880,-10,36.0,28.0,Active,0,0
1951801,453040,-81,8.0,1.0,Active,0,0
2564670,446647,-6,24.0,16.0,Active,0,0
1719479,167493,-38,24.0,20.0,Active,0,0
2756172,439012,-41,60.0,60.0,Active,0,0
2526358,225805,-46,12.0,5.0,Active,0,0
1157825,231679,-54,6.0,0.0,Completed,0,0
2610454,213058,-25,12.0,2.0,Active,0,0
1211563,172457,-13,6.0,2.0,Active,0,0
2618478,231707,-92,11.0,6.0,Active,0,0
2526358,225805,-51,12.0,10.0,Active,0,0
2462482,245916,-19,48.0,42.0,Active,0,0
1731071,123004,-52,12.0,10.0,Active,0,0
2327287,394507,-68,6.0,4.0,Active,0,0
1623220,193039,-16,24.0,16.0,Active,0,0
2080254,402864,-39,24.0,19.0,Active,0,0
1130387,263056,-81,12.0,2.0,Active,0,0
2526358,225805,-48,12.0,7.0,Active,0,0
2327287,394507,-64,6.0,0.0,Active,3,3
1160827,283217,-19,12.0,11.0,Active,0,0
2074195,200810,-48,10.0,2.0,Active,0,0
1577156,374512,-43,12.0,2.0,Active,0,0
1581648,207096,-24,6.0,4.0,Active,0,0
1783713,225805,-28,6.0,0.0,Completed,0,0
2605206,169442,-42,7.0,0.0,Completed,0,0
1905268,162864,-29,12.0,7.0,Active,0,0
2194258,425794,-19,12.0,6.0,Active,0,0
2411330,288446,-68,9.0,4.0,Active,0,0
1116949,338641,-15,42.0,36.0,Active,0,0
2074195,200810,-49,10.0,3.0,Active,0,0
1133911,210555,-29,24.0,8.0,Active,0,0
1044360,139884,-36,12.0,7.0,Active,0,0
1417708,165323,-41,10.0,0.0,Completed,0,0
1368668,186771,-33,12.0,7.0,Active,0,0
1077651,360485,-37,12.0,10.0,Active,0,0
1920730,455438,-21,18.0,15.0,Active,0,0
1984901,304845,-19,,,Approved,0,0
2518820,223674,-11,12.0,10.0,Active,0,0
2140386,325859,-41,11.0,0.0,Completed,0,0
1077651,360485,-35,12.0,8.0,Active,0,0
1213510,441561,-11,6.0,6.0,Active,0,0
1866465,229857,-13,12.0,10.0,Active,0,0
2275797,393625,-7,36.0,27.0,Active,0,0
1405687,249855,-42,18.0,11.0,Active,0,0
1682794,266022,-19,36.0,33.0,Active,0,0
2653487,227054,-19,24.0,22.0,Active,0,0
2371504,210555,-20,24.0,9.0,Active,0,0
2371504,210555,-29,24.0,19.0,Active,0,0
1176644,399880,-13,36.0,31.0,Active,0,0
1461289,421401,-16,36.0,34.0,Active,0,0
1889597,418584,-16,5.0,0.0,Active,0,0
1500013,106954,-76,4.0,3.0,Active,0,0
1817907,357915,-27,42.0,36.0,Active,0,0
1290037,137975,-27,36.0,28.0,Active,0,0
2399242,357915,-42,18.0,4.0,Active,0,0
2802969,357915,-47,12.0,2.0,Active,0,0
2738374,287250,-19,12.0,10.0,Active,0,0
2738374,287250,-15,12.0,6.0,Active,0,0
1989444,367025,-19,60.0,29.0,Active,0,0
1130979,202645,-19,24.0,24.0,Active,0,0
1989444,367025,-6,60.0,16.0,Active,0,0
2727799,301840,-10,2.0,0.0,Active,0,0
2767714,405576,-90,10.0,6.0,Active,0,0
1970021,442331,-6,30.0,2.0,Active,0,0
1614832,386993,-22,18.0,14.0,Active,0,0
1532645,265313,-65,12.0,4.0,Active,0,0
1081115,278649,-20,36.0,24.0,Active,0,0
1586491,441561,-12,30.0,1.0,Active,0,0
2045760,292830,-8,24.0,16.0,Active,0,0
2080494,424266,-82,10.0,2.0,Active,0,0
1382074,106954,-7,30.0,0.0,Completed,0,0
1997781,106954,-7,24.0,12.0,Active,0,0
2552231,249336,-76,10.0,4.0,Active,0,0
2653487,227054,-20,24.0,23.0,Active,0,0
2737148,273953,-8,19.0,5.0,Active,0,0
1539587,265313,-88,10.0,8.0,Active,0,0
1531662,418093,-56,6.0,3.0,Active,0,0
2074195,200810,-47,10.0,1.0,Active,0,0
1370512,454280,-16,42.0,26.0,Active,0,0
2717230,333281,-10,24.0,10.0,Active,0,0
1535206,213058,-8,18.0,11.0,Active,0,0
2157726,402864,-6,18.0,1.0,Active,0,0
2074743,246215,-25,6.0,5.0,Active,0,0
2029586,431750,-15,18.0,4.0,Active,0,0
2157726,402864,-12,18.0,7.0,Active,0,0
2074743,246215,-20,6.0,0.0,Completed,0,0
1620700,454280,-80,10.0,8.0,Active,0,0
1382074,106954,-25,30.0,18.0,Active,0,0
2674558,419475,-25,6.0,6.0,Active,0,0
2275797,393625,-13,36.0,33.0,Active,0,0
1367545,364083,-11,12.0,12.0,Active,0,0
2399712,367315,-23,24.0,21.0,Active,0,0
1989444,367025,-13,60.0,23.0,Active,0,0
1059269,138047,-11,28.0,1.0,Active,0,0
2542844,427329,-64,18.0,9.0,Active,0,0
2371783,214023,-62,12.0,3.0,Active,0,0
1899428,396103,-70,10.0,3.0,Active,0,0
1132956,151092,-71,8.0,1.0,Active,0,0
1290037,137975,-9,36.0,10.0,Active,0,0
1370512,454280,-10,42.0,20.0,Active,0,0
1556190,205375,-7,12.0,11.0,Active,0,0
2257784,454616,-10,60.0,53.0,Active,0,0
1891554,296190,-64,8.0,2.0,Active,0,0
2411330,288446,-66,9.0,2.0,Active,0,0
1645328,328522,-20,18.0,16.0,Active,0,0
1417708,165323,-45,10.0,3.0,Active,0,0
2104476,261855,-44,24.0,20.0,Active,0,0
1436139,242528,-12,10.0,0.0,Completed,0,0
1415780,376289,-85,8.0,0.0,Completed,0,0
2085004,153817,-13,48.0,23.0,Active,0,0
2726050,446647,-83,24.0,13.0,Active,0,0
1017343,204604,-18,24.0,18.0,Active,0,0
1938308,419475,-7,4.0,0.0,Active,0,0
2641127,153402,-9,6.0,1.0,Active,0,0
2354654,424266,-14,24.0,13.0,Active,0,0
1254998,211287,-6,24.0,15.0,Active,0,0
1382074,106954,-34,30.0,27.0,Active,0,0
1614832,386993,-17,18.0,9.0,Active,0,0
1568085,328522,-92,10.0,0.0,Completed,0,0
2610454,213058,-26,12.0,3.0,Active,0,0
1437206,172941,-14,12.0,3.0,Active,0,0
2673991,106954,-94,10.0,0.0,Active,0,0
2074195,200810,-46,10.0,0.0,Completed,0,0
1905268,162864,-24,12.0,2.0,Active,0,0
2011332,265313,-35,10.0,0.0,Completed,0,0
1133911,210555,-41,24.0,20.0,Active,0,0
2467134,439012,-94,10.0,2.0,Active,0,0
1290037,137975,-16,36.0,17.0,Active,0,0
1116949,338641,-2,42.0,22.0,Active,0,0
1283002,292830,-24,6.0,6.0,Active,0,0
1698624,364286,-29,48.0,48.0,Active,0,0
2327287,394507,-66,6.0,2.0,Active,2,2
2189834,153817,-28,24.0,24.0,Active,0,0
2080254,402864,-41,24.0,21.0,Active,0,0
1153967,182767,-77,6.0,0.0,Active,0,0
1130979,202645,-3,24.0,8.0,Active,0,0
2300915,397090,-2,24.0,8.0,Active,0,0
2491785,224772,-84,9.0,0.0,Completed,0,0
2641293,386299,-82,10.0,0.0,Completed,0,0
1921996,273521,-64,10.0,1.0,Active,0,0
1850539,209645,-22,24.0,7.0,Active,0,0
2471653,178591,-78,10.0,9.0,Active,0,0
1577156,374512,-46,12.0,5.0,Active,0,0
1132956,151092,-75,8.0,5.0,Active,0,0
1679146,115926,-30,24.0,20.0,Active,0,0
1082143,254970,-41,24.0,22.0,Active,0,0
2707633,224206,-50,24.0,22.0,Active,0,0
1074591,418584,-3,24.0,11.0,Active,0,0
1591325,296696,-17,1.0,0.0,Completed,0,0
1359458,352136,-45,12.0,6.0,Active,0,0
2014607,301840,-17,12.0,7.0,Active,0,0
2062788,282179,-66,12.0,12.0,Active,0,0
1370512,454280,-17,42.0,27.0,Active,0,0
1201247,424266,-25,12.0,12.0,Active,0,0
2360760,443198,-43,12.0,12.0,Signed,0,0
1951879,418584,-80,11.0,10.0,Active,0,0
1674867,224206,-81,11.0,9.0,Active,0,0
2007609,313082,-73,11.0,5.0,Active,0,0
1187983,121862,-4,6.0,5.0,Active,0,0
2671074,119376,-4,6.0,0.0,Completed,0,0
1509695,200710,-5,12.0,7.0,Active,0,0
1748530,121577,-46,24.0,23.0,Active,0,0
2727806,301840,-35,12.0,1.0,Active,0,0
1359458,352136,-43,12.0,4.0,Active,0,0
2764737,107692,-54,11.0,2.0,Active,0,0
2110228,225805,-43,18.0,15.0,Active,9,9
2009806,174038,-59,8.0,8.0,Active,0,0
2009806,174038,-53,8.0,2.0,Active,0,0
1439092,317629,-60,10.0,7.0,Active,0,0
2396364,145628,-52,8.0,5.0,Active,0,0
1033359,325859,-43,18.0,15.0,Active,0,0
1948482,139875,-38,12.0,9.0,Active,0,0
2354654,424266,-11,24.0,10.0,Active,0,0
2070464,332041,-95,9.0,6.0,Active,0,0
2110128,204604,-93,4.0,2.0,Active,0,0
1970021,442331,-4,30.0,0.0,Active,0,0
1082143,254970,-39,24.0,20.0,Active,0,0
1847093,433143,-17,24.0,20.0,Active,0,0
1989444,367025,-4,60.0,14.0,Active,0,0
1367545,364083,-10,12.0,11.0,Active,0,0
2064563,190186,-38,12.0,6.0,Active,0,0
1739757,151195,-94,4.0,4.0,Active,0,0
1332066,424814,-13,6.0,4.0,Active,0,0
1405687,249855,-41,18.0,10.0,Active,0,0
2240939,212015,-5,36.0,25.0,Active,0,0
2085004,153817,-18,48.0,28.0,Active,0,0
2257784,454616,-5,60.0,48.0,Active,0,0
2709854,408910,-13,36.0,30.0,Active,0,0
2411330,288446,-71,9.0,7.0,Active,0,0
2425984,453040,-73,10.0,2.0,Active,0,0
1116949,338641,-16,42.0,37.0,Active,0,0
1581648,207096,-25,6.0,5.0,Active,0,0
2709854,408910,-6,36.0,23.0,Active,0,0
1418420,418093,-92,10.0,3.0,Active,0,0
2527549,137544,-50,12.0,2.0,Active,0,0
1163732,116751,-20,24.0,14.0,Active,0,0
1017343,204604,-11,24.0,11.0,Active,0,0
1645328,328522,-21,18.0,17.0,Active,0,0
2213573,186771,-28,12.0,12.0,Active,0,0
1058566,225805,-28,24.0,24.0,Active,0,0
2605638,273521,-11,8.0,0.0,Active,0,0
1698624,364286,-20,48.0,39.0,Active,0,0
2717230,333281,-8,24.0,8.0,Active,0,0
1320056,145628,-65,5.0,2.0,Active,0,0
1528854,325859,-19,6.0,0.0,Completed,0,0
2242700,401823,-19,12.0,2.0,Active,0,0
1244036,204604,-2,48.0,19.0,Active,0,0
1849081,329957,-5,60.0,46.0,Active,0,0
2077135,278649,-21,24.0,15.0,Active,0,0
1889597,418584,-20,12.0,12.0,Active,0,0
2642845,281667,-70,12.0,7.0,Active,0,0
1243109,224206,-15,15.0,0.0,Completed,0,0
1461289,421401,-8,10.0,0.0,Completed,0,0
2313148,392270,-14,12.0,9.0,Active,0,0
2693658,364286,-5,48.0,38.0,Active,0,0
1937119,224772,-4,36.0,20.0,Active,0,0
1789723,391417,-10,18.0,16.0,Active,0,0
1183113,453950,-68,10.0,9.0,Active,0,0
1866382,202645,-30,12.0,12.0,Active,0,0
1161804,111277,-25,12.0,10.0,Active,0,0
1685947,101170,-37,12.0,9.0,Active,0,0
2360760,443198,-42,12.0,12.0,Active,0,0
1109482,189957,-35,12.0,10.0,Active,0,0
2172836,132239,-15,10.0,8.0,Active,0,0
1130506,167859,-58,12.0,9.0,Active,0,0
2341528,375853,-61,7.0,5.0,Active,0,0
1439525,201263,-42,6.0,2.0,Active,0,0
1405687,249855,-39,18.0,8.0,Active,0,0
1351180,226737,-34,6.0,5.0,Active,0,0
2253928,142216,-34,8.0,7.0,Active,0,0
2399190,273521,-35,6.0,5.0,Active,0,0
1294601,325859,-55,8.0,4.0,Active,0,0
1984901,304845,-12,12.0,6.0,Active,0,0
2422459,441418,-19,10.0,9.0,Active,0,0
1870264,407888,-17,10.0,9.0,Active,0,0
2446493,290945,-26,12.0,12.0,Active,0,0
1789723,391417,-11,18.0,17.0,Active,0,0
1411782,290945,-84,8.0,5.0,Active,0,0
2453959,320293,-9,36.0,35.0,Active,0,0
1437313,153817,-21,36.0,34.0,Active,0,0
1373027,139875,-7,30.0,27.0,Active,0,0
1515076,376289,-27,42.0,32.0,Active,0,0
1437313,153817,-14,36.0,27.0,Active,0,0
1331344,168666,-14,60.0,58.0,Active,0,0
1413235,401823,-93,8.0,1.0,Active,0,0
2627094,121862,-29,18.0,15.0,Active,0,0
1311858,290945,-28,24.0,16.0,Active,0,0
1081115,278649,-14,36.0,18.0,Active,0,0
2080695,389828,-71,12.0,3.0,Active,0,0
1311858,290945,-13,23.0,0.0,Completed,0,0
1535206,213058,-6,18.0,9.0,Active,0,0
1081115,278649,-29,36.0,33.0,Active,0,0
1614832,386993,-23,18.0,15.0,Active,0,0
1130979,202645,-13,24.0,18.0,Active,0,0
2696953,200810,-6,30.0,13.0,Active,0,0
1847093,433143,-4,24.0,7.0,Active,0,0
2500656,309953,-40,12.0,8.0,Active,0,0
1039512,375853,-50,5.0,0.0,Completed,0,0
1810960,356465,-24,3.0,0.0,Completed,0,0
1335370,104354,-30,10.0,9.0,Active,0,0
1937119,224772,-13,36.0,29.0,Active,0,0
1183113,453950,-64,10.0,5.0,Active,0,0
1337811,123004,-29,18.0,4.0,Active,0,0
1648830,378372,-42,10.0,1.0,Active,0,0
1280723,199213,-29,6.0,1.0,Active,0,0
1417708,165323,-43,10.0,1.0,Active,0,0
1382649,333281,-43,12.0,11.0,Active,0,0
1234560,225805,-61,6.0,6.0,Active,0,0
2831031,424353,-42,4.0,3.0,Active,0,0
1101185,296696,-48,12.0,9.0,Active,0,0
2478092,182767,-28,12.0,5.0,Active,0,0
2626849,283110,-80,12.0,11.0,Active,0,0
1989444,367025,-12,60.0,22.0,Active,0,0
1001015,245916,-1,60.0,30.0,Active,0,0
1001015,245916,-23,60.0,52.0,Active,0,0
1001015,245916,-9,60.0,38.0,Active,0,0
1932199,262021,-17,24.0,21.0,Active,0,0
1515330,192228,-10,16.0,13.0,Active,0,0
1439535,352244,-11,24.0,16.0,Active,0,0
2256382,378104,-17,30.0,21.0,Active,0,0
1329703,352136,-1,60.0,34.0,Active,0,0
1515076,376289,-14,42.0,19.0,Active,0,0
2610275,154031,-42,6.0,0.0,Completed,0,0
2642971,374777,-26,36.0,28.0,Active,0,0
2003229,101170,-45,6.0,1.0,Active,0,0
1087682,153817,-84,6.0,2.0,Active,0,0
2833155,325859,-49,12.0,2.0,Active,0,0
2140386,325859,-49,12.0,9.0,Active,0,0
2422459,441418,-10,10.0,0.0,Completed,0,0
1840019,425140,-10,12.0,3.0,Active,0,0
1723480,204357,-24,6.0,4.0,Active,0,0
1944848,172941,-16,6.0,6.0,Active,0,0
2239203,393279,-25,6.0,6.0,Active,0,0
1531499,223674,-24,6.0,2.0,Active,0,0
1382322,186771,-80,24.0,22.0,Active,0,0
2819552,453040,-4,12.0,12.0,Active,0,0
2737148,273953,-6,19.0,3.0,Active,4,4
1461379,268668,-17,60.0,56.0,Active,0,0
1932199,262021,-20,24.0,24.0,Active,0,0
1413194,121577,-2,36.0,3.0,Active,0,0
1001015,245916,-12,60.0,41.0,Active,0,0
1671781,317629,-73,12.0,7.0,Active,0,0
1966604,139884,-6,24.0,21.0,Active,0,0
1635531,137695,-26,18.0,18.0,Active,0,0
2688071,301840,-5,24.0,24.0,Active,0,0
2436676,377516,-10,12.0,8.0,Active,0,0
2750695,249855,-19,12.0,8.0,Active,0,0
2509091,111657,-25,24.0,12.0,Active,0,0
1847686,254417,-32,1.0,0.0,Completed,0,0
1645709,326145,-81,10.0,4.0,Active,0,0
1461379,268668,-3,60.0,42.0,Active,0,0
1440708,142491,-18,12.0,10.0,Active,0,0
2750695,249855,-11,12.0,0.0,Completed,0,0
1332006,101170,-19,18.0,4.0,Active,0,0
1284570,420862,-26,12.0,9.0,Active,0,0
1573997,106381,-16,18.0,8.0,Active,0,0
1997781,106954,-5,24.0,10.0,Active,0,0
2609885,386100,-20,18.0,18.0,Active,0,0
2396919,292925,-18,30.0,20.0,Active,0,0
2436676,377516,-4,12.0,2.0,Active,0,0
2320154,389828,-43,12.0,1.0,Active,0,0
2764737,107692,-60,11.0,8.0,Active,0,0
2196312,325992,-33,18.0,16.0,Active,0,0
2820942,386299,-35,6.0,0.0,Completed,0,0
1894913,155381,-60,18.0,9.0,Active,0,0
1962067,162336,-18,4.0,2.0,Active,0,0
2198796,286181,-34,8.0,0.0,Completed,0,0
2660298,367464,-38,14.0,12.0,Active,0,0
1251504,258233,-5,10.0,9.0,Active,0,0
2660298,367464,-30,14.0,3.0,Active,0,0
1644651,348209,-43,6.0,6.0,Signed,0,0
2371504,210555,-31,24.0,21.0,Active,0,0
2562410,438258,-16,36.0,33.0,Active,0,0
1920289,191885,-24,24.0,15.0,Active,0,0
2541360,443198,-11,12.0,7.0,Active,0,0
1374361,349517,-12,11.0,0.0,Active,0,0
1715591,158831,-77,12.0,7.0,Active,5,5
2611299,122699,-16,12.0,9.0,Active,0,0
2821110,404486,-5,24.0,17.0,Active,0,0
1283610,101170,-20,24.0,14.0,Active,0,0
1283610,101170,-24,24.0,18.0,Active,0,0
2371504,210555,-22,24.0,12.0,Active,0,0
1715591,158831,-75,12.0,5.0,Active,4,4
1384981,442331,-14,30.0,17.0,Active,0,0
1617210,206794,-4,48.0,27.0,Active,0,0
2641293,386299,-83,10.0,1.0,Active,0,0
1031940,364083,-67,12.0,6.0,Active,0,0
2003229,101170,-43,6.0,0.0,Completed,0,0
2199442,249855,-77,24.0,13.0,Active,0,0
1765769,292925,-50,10.0,6.0,Active,0,0
1436139,242528,-21,24.0,23.0,Active,0,0
1062400,425794,-16,12.0,10.0,Active,0,0
1130506,167859,-52,12.0,3.0,Active,0,0
2238801,265318,-25,12.0,10.0,Active,0,0
1418393,347689,-33,4.0,2.0,Active,0,0
2804672,442331,-44,24.0,23.0,Active,0,0
1822996,210555,-56,12.0,9.0,Active,0,0
1213805,328522,-27,24.0,14.0,Active,0,0
2560447,190969,-59,6.0,5.0,Active,0,0
2387159,153402,-28,6.0,2.0,Active,0,0
2341528,375853,-62,7.0,6.0,Active,0,0
1282202,209645,-5,36.0,32.0,Active,0,0
2804672,442331,-36,24.0,15.0,Active,0,0
2105681,139884,-73,13.0,1.0,Active,0,0
2462482,245916,-2,48.0,24.0,Active,3,3
1306049,340546,-29,6.0,3.0,Active,0,0
2821110,404486,-4,8.0,0.0,Completed,0,0
1857039,117865,-3,36.0,21.0,Active,0,0
1744742,201263,-23,10.0,7.0,Active,0,0
1857039,117865,-9,36.0,27.0,Active,0,0
2726050,446647,-82,24.0,12.0,Active,0,0
1857039,117865,-15,36.0,33.0,Active,0,0
2491597,240548,-80,24.0,11.0,Active,0,0
2357078,141945,-48,24.0,16.0,Active,0,0
2322336,227054,-48,10.0,5.0,Active,0,0
2199442,249855,-75,24.0,11.0,Active,0,0
1302054,138047,-75,9.0,4.0,Active,0,0
1577262,119376,-16,42.0,16.0,Active,0,0
2628348,251750,-27,24.0,12.0,Active,0,0
1258173,433143,-8,24.0,18.0,Active,0,0
1091846,386100,-12,18.0,3.0,Active,0,0
1461379,268668,-11,60.0,50.0,Active,0,0
2628812,416014,-56,7.0,6.0,Active,0,0
1092469,357915,-18,36.0,32.0,Active,0,0
2396919,292925,-12,30.0,14.0,Active,0,0
1254998,211287,-3,24.0,12.0,Active,0,0
1952635,313082,-10,24.0,19.0,Active,0,0
2696234,150074,-17,5.0,0.0,Completed,0,0
2193385,224914,-10,24.0,24.0,Active,0,0
1301426,204357,-72,6.0,2.0,Active,8,0
2659759,193039,-76,6.0,1.0,Active,0,0
2354654,424266,-17,24.0,16.0,Active,0,0
1938308,419475,-11,48.0,48.0,Active,0,0
1431705,106381,-80,6.0,1.0,Active,0,0
2032031,407888,-8,5.0,0.0,Completed,0,0
1309293,231134,-3,36.0,27.0,Active,0,0
1059269,138047,-36,36.0,34.0,Active,0,0
2716805,193039,-43,18.0,17.0,Active,0,0
2436676,377516,-8,12.0,6.0,Active,0,0
2009372,365131,-21,60.0,56.0,Active,0,0
1387157,329607,-76,5.0,3.0,Active,0,0
2641127,153402,-10,6.0,2.0,Active,0,0
1017343,204604,-19,24.0,19.0,Active,0,0
1635744,384863,-6,48.0,47.0,Active,0,0
2580558,418380,-12,17.0,0.0,Completed,0,0
1437313,153817,-12,36.0,24.0,Active,0,0
1416808,441561,-5,36.0,33.0,Active,0,0
1515076,376289,-20,42.0,25.0,Active,0,0
2536544,377516,-89,6.0,6.0,Active,0,0
1452991,119376,-6,36.0,35.0,Active,0,0
2294190,405086,-4,60.0,53.0,Active,0,0
1151745,263056,-58,10.0,0.0,Completed,0,0
2086962,394492,-24,14.0,7.0,Active,0,0
2707633,224206,-48,24.0,20.0,Active,0,0
1748530,121577,-40,24.0,17.0,Active,0,0
2480389,346569,-31,12.0,6.0,Active,6,0
1692962,328522,-40,24.0,22.0,Active,0,0
2537573,325859,-55,9.0,2.0,Active,0,0
2404563,162438,-25,4.0,4.0,Active,0,0
2294190,405086,-9,60.0,58.0,Active,0,0
1937119,224772,-17,36.0,33.0,Active,0,0
1515076,376289,-4,42.0,9.0,Active,0,0
2693658,364286,-12,48.0,46.0,Active,0,0
1417708,165323,-44,10.0,2.0,Active,0,0
2085004,153817,-12,48.0,22.0,Active,0,0
2437675,322509,-13,36.0,32.0,Active,0,0
1037424,193983,-26,48.0,36.0,Active,0,0
2287344,203039,-40,6.0,1.0,Active,0,0
1970021,442331,-32,30.0,29.0,Active,0,0
1938308,419475,-9,48.0,46.0,Active,0,0
1952635,313082,-8,24.0,17.0,Active,0,0
1189620,116751,-89,10.0,4.0,Active,0,0
2245706,245916,-96,10.0,5.0,Active,0,0
2371504,210555,-16,24.0,5.0,Active,1,1
1374361,349517,-22,24.0,23.0,Active,0,0
2541360,443198,-10,12.0,6.0,Active,0,0
1374361,349517,-13,24.0,14.0,Active,0,0
2611299,122699,-13,12.0,6.0,Active,0,0
2010411,169902,-41,6.0,2.0,Active,0,0
1283610,101170,-14,24.0,8.0,Active,0,0
1564604,404486,-5,4.0,0.0,Completed,0,0
2226376,428208,-14,12.0,4.0,Active,0,0
2546764,122699,-20,6.0,1.0,Active,0,0
2457665,396653,-6,24.0,19.0,Active,0,0
1897988,309953,-38,24.0,13.0,Active,0,0
1001015,245916,-3,60.0,31.0,Active,0,0
1136355,446552,-66,12.0,6.0,Active,0,0
1413194,121577,-3,36.0,4.0,Active,0,0
2809651,115976,-20,3.0,0.0,Completed,0,0
1329703,352136,-3,60.0,36.0,Active,0,0
1207618,449198,-11,6.0,0.0,Completed,0,0
1736388,409607,-26,42.0,39.0,Active,0,0
1984809,406135,-48,24.0,13.0,Active,0,0
1798473,409607,-48,24.0,13.0,Active,0,0
2256382,378104,-25,30.0,29.0,Active,0,0
2790388,396103,-17,12.0,1.0,Active,0,0
2454118,180432,-74,5.0,0.0,Completed,0,0
1384981,442331,-12,30.0,15.0,Active,0,0
1371554,413172,-18,1.0,0.0,Completed,0,0
2253928,142216,-32,8.0,5.0,Active,0,0
2574667,396653,-42,24.0,21.0,Active,0,0
2790388,396103,-24,12.0,8.0,Active,0,0
1966604,139884,-4,24.0,19.0,Active,0,0
2628396,224206,-82,6.0,0.0,Completed,0,0
1715591,158831,-76,12.0,6.0,Active,0,0
2802969,357915,-52,12.0,7.0,Active,0,0
2789212,137975,-81,10.0,6.0,Active,0,0
2538454,209645,-22,18.0,13.0,Active,0,0
2010411,169902,-42,6.0,3.0,Active,0,0
1770651,254970,-49,6.0,1.0,Active,0,0
1189620,116751,-90,10.0,5.0,Active,0,0
2527699,137544,-15,30.0,21.0,Active,0,0
1283931,148290,-89,4.0,1.0,Active,0,0
1847093,433143,-6,24.0,9.0,Active,0,0
1130979,202645,-17,24.0,22.0,Active,0,0
2821110,404486,-11,24.0,23.0,Active,0,0
1283610,101170,-8,24.0,2.0,Active,0,0
1669093,174165,-12,24.0,22.0,Active,0,0
2371504,210555,-21,24.0,11.0,Active,0,0
2541360,443198,-9,12.0,5.0,Active,0,0
1448691,113529,-21,24.0,14.0,Active,0,0
1924212,254970,-43,24.0,11.0,Active,0,0
1418346,427329,-38,24.0,10.0,Active,0,0
1822764,107220,-38,24.0,20.0,Active,0,0
1100120,364858,-4,12.0,10.0,Active,0,0
1255182,326674,-2,6.0,5.0,Active,0,0
1136355,446552,-63,12.0,3.0,Active,0,0
1877922,451472,-33,6.0,4.0,Active,0,0
2765361,107692,-48,24.0,21.0,Active,0,0
2045809,386299,-35,12.0,1.0,Active,0,0
1421909,225805,-43,24.0,18.0,Active,0,0
2633184,409628,-35,12.0,2.0,Active,0,0
1306180,328522,-35,36.0,35.0,Active,0,0
2162025,352244,-47,12.0,10.0,Active,0,0
2390600,224206,-42,12.0,10.0,Active,0,0
2010850,286181,-1,10.0,3.0,Active,0,0
2010850,286181,-4,10.0,6.0,Active,0,0
1754962,225805,-41,18.0,13.0,Active,0,0
2110228,225805,-41,18.0,13.0,Active,0,0
1898536,421401,-68,8.0,3.0,Active,0,0
